ID;Name;Model;DataCategory;Description;IsHidden;StorageMode;TableStorage;Expression;ShowAsVariationOnly;IsPrivate;CalculationGroupPrecedence;LineageTag
1237168;"EGRESOS_GINECO";"2e2ccf6e-c7a1-433d-bd3c-e102099f44e1";"Regular";"";False;"Import";"EGRESOS GINECO (1237168)";"";False;False;;"7905ea37-58e0-4462-bd32-266494ad0ad4"
1237171;"EGRESOS_NEONATOS";"2e2ccf6e-c7a1-433d-bd3c-e102099f44e1";"Regular";"";False;"Import";"EGRESOS NEONATOS (1237171)";"";False;False;;"c4acf8e1-087f-462c-a1fc-3ee14bf7ba29"
1237174;"EGRESOS_UCI";"2e2ccf6e-c7a1-433d-bd3c-e102099f44e1";"Regular";"";False;"Import";"EGRESOS UCI (1237174)";"";False;False;;"c2dff519-1a77-4e4b-a5a7-db9249b2794d"
1237177;"EGRESOS_URGENCIAS";"2e2ccf6e-c7a1-433d-bd3c-e102099f44e1";"Regular";"";False;"Import";"EGRESOS URGENCIAS (1237177)";"";False;False;;"50c6afb6-99f6-4100-ac9b-22c037cc30de"
1237180;"Hoja1";"2e2ccf6e-c7a1-433d-bd3c-e102099f44e1";"Regular";"";False;"Import";"Hoja1 (1237180)";"";False;False;;"cc23722d-e74f-406d-be45-f9f3645b288e"
1386391;"CONSULTAS PRIORITARIAS";"2e2ccf6e-c7a1-433d-bd3c-e102099f44e1";"Regular";"";False;"Import";"Consulta1 (1386391)";"";False;False;;"dac0f211-495a-4f28-a7a8-5deaa7ae088b"
1386394;"LocalDateTable_fafcc6bf-0f0a-4379-b38e-60c5de1dcc1d";"2e2ccf6e-c7a1-433d-bd3c-e102099f44e1";"Regular";"";True;"Import";"LocalDateTable fafcc6bf 0f0a 4379 b38e 60c5de1dcc1d (1386394)";"Calendar(Date(Year(MIN('CONSULTAS PRIORITARIAS'[FECHA_CITA])), 1, 1), Date(Year(MAX('CONSULTAS PRIORITARIAS'[FECHA_CITA])), 12, 31))";True;False;;"bd277330-130a-477f-a99e-e8f11ebc05ce"
1498423;"CONSULTAS SIN TRIAGE";"2e2ccf6e-c7a1-433d-bd3c-e102099f44e1";"Regular";"";False;"Import";"Consulta1 (1498423)";"";False;False;;"0a2464ff-e042-47d6-9d38-a4f5fe1f9d7c"
1508529;"EGRESOS_POR_SERVICIO";"2e2ccf6e-c7a1-433d-bd3c-e102099f44e1";"Regular";"";False;"Import";"Consulta1 (1508529)";"";False;False;;"5182e437-1c37-4ac2-8459-74763d6d2ada"
1508532;"LocalDateTable_86eeab46-2ead-446a-852e-cade7d0ae018";"2e2ccf6e-c7a1-433d-bd3c-e102099f44e1";"Regular";"";True;"Import";"LocalDateTable 86eeab46 2ead 446a 852e cade7d0ae018 (1508532)";"Calendar(Date(Year(MIN('EGRESOS_POR_SERVICIO'[FECHA_INGRESO])), 1, 1), Date(Year(MAX('EGRESOS_POR_SERVICIO'[FECHA_INGRESO])), 12, 31))";True;False;;"817cf256-69d2-41e9-8c50-90a7f9b1d0d4"
1610508;"TRASLADOS_POR_SERVICIO";"2e2ccf6e-c7a1-433d-bd3c-e102099f44e1";"Regular";"";False;"Import";"Consulta1 (1610508)";"";False;False;;"29941c7d-4eb0-4cc9-acbf-2687760a48ad"
1610511;"LocalDateTable_67079da1-6a1b-4bf6-b32c-25aed1949e71";"2e2ccf6e-c7a1-433d-bd3c-e102099f44e1";"Regular";"";True;"Import";"LocalDateTable 67079da1 6a1b 4bf6 b32c 25aed1949e71 (1610511)";"Calendar(Date(Year(MIN('TRASLADOS_POR_SERVICIO'[FECHA_INGRESO])), 1, 1), Date(Year(MAX('TRASLADOS_POR_SERVICIO'[FECHA_INGRESO])), 12, 31))";True;False;;"c66c8c7b-897d-4dd6-a2fa-a9a2b6418024"
1632030;"VistaServicios";"2e2ccf6e-c7a1-433d-bd3c-e102099f44e1";"Regular";"";False;"Import";"Tabla (1632030)";"DATATABLE(
    ""Servicio"", STRING,
    {
        {""IND_GEN""},
        {""IND URG""},
        {""IND GIN""},
        {""IND NEO""},
        {""IND HOSP""},
        {""IND UCI""}
    }
)
";False;False;;"43cbd378-5020-4911-bdda-0c7d46a704cd"
1752064;"CAMAS HABILITADAS";"2e2ccf6e-c7a1-433d-bd3c-e102099f44e1";"Regular";"";False;"Import";"Consulta1 (1752064)";"";False;False;;"2c666391-02d3-4253-a097-ba46d76b14d1"
1787556;"CONSULTAS_AMBULATORIAS";"2e2ccf6e-c7a1-433d-bd3c-e102099f44e1";"Regular";"";False;"Import";"Consulta1 (1787556)";"";False;False;;"ae66a111-4b7d-4395-a2e7-ac72f4cca947"
1787559;"LocalDateTable_c45a8477-a1e7-4042-b7ec-0c795e3e9a23";"2e2ccf6e-c7a1-433d-bd3c-e102099f44e1";"Regular";"";True;"Import";"LocalDateTable c45a8477 a1e7 4042 b7ec 0c795e3e9a23 (1787559)";"Calendar(Date(Year(MIN('CONSULTAS_AMBULATORIAS'[FECHA_ASIGNA_CITA])), 1, 1), Date(Year(MAX('CONSULTAS_AMBULATORIAS'[FECHA_ASIGNA_CITA])), 12, 31))";True;False;;"c4f59d1d-aaa1-4b99-9000-dc4f8a5fad74"
2420363;"OPORTUNIDAD CIRUGIA";"2e2ccf6e-c7a1-433d-bd3c-e102099f44e1";"Regular";"";False;"Import";"Consulta1 (2420363)";"";False;False;;"64a11f75-73bf-4d7a-8a15-6079dbdbc6a0"
2420366;"LocalDateTable_1d019be7-4b1e-4447-9b57-6174731d3b68";"2e2ccf6e-c7a1-433d-bd3c-e102099f44e1";"Regular";"";True;"Import";"LocalDateTable 1d019be7 4b1e 4447 9b57 6174731d3b68 (2420366)";"Calendar(Date(Year(MIN('OPORTUNIDAD CIRUGIA'[Planeada])), 1, 1), Date(Year(MAX('OPORTUNIDAD CIRUGIA'[Planeada])), 12, 31))";True;False;;"47b3e563-d626-4c3f-ae21-374c0956b25f"
2420369;"LocalDateTable_205926f5-198e-4c73-b8e7-2c36a16ec02f";"2e2ccf6e-c7a1-433d-bd3c-e102099f44e1";"Regular";"";True;"Import";"LocalDateTable 205926f5 198e 4c73 b8e7 2c36a16ec02f (2420369)";"Calendar(Date(Year(MIN('OPORTUNIDAD CIRUGIA'[Paciente en Consulta Externa])), 1, 1), Date(Year(MAX('OPORTUNIDAD CIRUGIA'[Paciente en Consulta Externa])), 12, 31))";True;False;;"f873f4c6-2d4f-451e-84d7-203e780ae343"
2420372;"LocalDateTable_500fb24f-5af0-4f68-92e1-4a09045cc415";"2e2ccf6e-c7a1-433d-bd3c-e102099f44e1";"Regular";"";True;"Import";"LocalDateTable 500fb24f 5af0 4f68 92e1 4a09045cc415 (2420372)";"Calendar(Date(Year(MIN('OPORTUNIDAD CIRUGIA'[Paciente por Autorizar])), 1, 1), Date(Year(MAX('OPORTUNIDAD CIRUGIA'[Paciente por Autorizar])), 12, 31))";True;False;;"374a8b89-d7c5-4df9-8922-a68a2d6f0016"
2420375;"LocalDateTable_49d8b6ca-9af5-4e00-b54d-5e4372567148";"2e2ccf6e-c7a1-433d-bd3c-e102099f44e1";"Regular";"";True;"Import";"LocalDateTable 49d8b6ca 9af5 4e00 b54d 5e4372567148 (2420375)";"Calendar(Date(Year(MIN('OPORTUNIDAD CIRUGIA'[Documentación Entregada por Facturación])), 1, 1), Date(Year(MAX('OPORTUNIDAD CIRUGIA'[Documentación Entregada por Facturación])), 12, 31))";True;False;;"fec09051-9d14-4fb5-9b48-12cf0e3c4786"
2420378;"LocalDateTable_f85df20b-e705-45df-a3d7-797164a89816";"2e2ccf6e-c7a1-433d-bd3c-e102099f44e1";"Regular";"";True;"Import";"LocalDateTable f85df20b e705 45df a3d7 797164a89816 (2420378)";"Calendar(Date(Year(MIN('OPORTUNIDAD CIRUGIA'[Paciente No Autorizado])), 1, 1), Date(Year(MAX('OPORTUNIDAD CIRUGIA'[Paciente No Autorizado])), 12, 31))";True;False;;"377f0765-abc0-4d25-860f-61a12553d0e2"
2420381;"LocalDateTable_ae12351b-eaf4-48d9-bb47-8b6fe3908119";"2e2ccf6e-c7a1-433d-bd3c-e102099f44e1";"Regular";"";True;"Import";"LocalDateTable ae12351b eaf4 48d9 bb47 8b6fe3908119 (2420381)";"Calendar(Date(Year(MIN('OPORTUNIDAD CIRUGIA'[Paciente En Espera Pre anestesico])), 1, 1), Date(Year(MAX('OPORTUNIDAD CIRUGIA'[Paciente En Espera Pre anestesico])), 12, 31))";True;False;;"415a0aa4-8fcb-48b3-ac2a-cc787e6c1ae5"
2420384;"LocalDateTable_724af57f-9d92-431d-8f8e-dc462456bfcc";"2e2ccf6e-c7a1-433d-bd3c-e102099f44e1";"Regular";"";True;"Import";"LocalDateTable 724af57f 9d92 431d 8f8e dc462456bfcc (2420384)";"Calendar(Date(Year(MIN('OPORTUNIDAD CIRUGIA'[Paciente En Espera Programacion])), 1, 1), Date(Year(MAX('OPORTUNIDAD CIRUGIA'[Paciente En Espera Programacion])), 12, 31))";True;False;;"04198b73-ab4d-48a7-b550-6697b4a3eff8"
2420387;"LocalDateTable_3b2ca12b-d423-4593-941b-690c8dbda4a0";"2e2ccf6e-c7a1-433d-bd3c-e102099f44e1";"Regular";"";True;"Import";"LocalDateTable 3b2ca12b d423 4593 941b 690c8dbda4a0 (2420387)";"Calendar(Date(Year(MIN('OPORTUNIDAD CIRUGIA'[Paciente En Tramite Clinico/ADM])), 1, 1), Date(Year(MAX('OPORTUNIDAD CIRUGIA'[Paciente En Tramite Clinico/ADM])), 12, 31))";True;False;;"5b17b79d-0de1-4758-b4b8-59c462ab2afb"
2420390;"LocalDateTable_a882a1de-79d9-420e-83ca-673ef5887871";"2e2ccf6e-c7a1-433d-bd3c-e102099f44e1";"Regular";"";True;"Import";"LocalDateTable a882a1de 79d9 420e 83ca 673ef5887871 (2420390)";"Calendar(Date(Year(MIN('OPORTUNIDAD CIRUGIA'[Paciente Programado])), 1, 1), Date(Year(MAX('OPORTUNIDAD CIRUGIA'[Paciente Programado])), 12, 31))";True;False;;"177870eb-4852-48df-b33d-9bcf5542385c"
2420393;"LocalDateTable_b8380458-d1e2-47bd-bf85-0080e8db6f57";"2e2ccf6e-c7a1-433d-bd3c-e102099f44e1";"Regular";"";True;"Import";"LocalDateTable b8380458 d1e2 47bd bf85 0080e8db6f57 (2420393)";"Calendar(Date(Year(MIN('OPORTUNIDAD CIRUGIA'[Paciente en Sala de Espera])), 1, 1), Date(Year(MAX('OPORTUNIDAD CIRUGIA'[Paciente en Sala de Espera])), 12, 31))";True;False;;"7a6c9c57-c462-40ad-9e59-cffaaef8368d"
2420396;"LocalDateTable_d2ae1c67-8e76-4127-89f0-ad339eb03c03";"2e2ccf6e-c7a1-433d-bd3c-e102099f44e1";"Regular";"";True;"Import";"LocalDateTable d2ae1c67 8e76 4127 89f0 ad339eb03c03 (2420396)";"Calendar(Date(Year(MIN('OPORTUNIDAD CIRUGIA'[Paciente en Quirofano])), 1, 1), Date(Year(MAX('OPORTUNIDAD CIRUGIA'[Paciente en Quirofano])), 12, 31))";True;False;;"adbc9893-1afb-4f62-82b9-e123320451b5"
2420399;"LocalDateTable_815ca82d-535c-4f8c-bfe2-7eb4cc426ad4";"2e2ccf6e-c7a1-433d-bd3c-e102099f44e1";"Regular";"";True;"Import";"LocalDateTable 815ca82d 535c 4f8c bfe2 7eb4cc426ad4 (2420399)";"Calendar(Date(Year(MIN('OPORTUNIDAD CIRUGIA'[Paciente en Recuperacion])), 1, 1), Date(Year(MAX('OPORTUNIDAD CIRUGIA'[Paciente en Recuperacion])), 12, 31))";True;False;;"fa3784a9-9a47-4e0a-966d-8fe54fed84fd"
2420402;"LocalDateTable_89c7fc6a-f48d-46c1-b2cc-5fb6940adf3d";"2e2ccf6e-c7a1-433d-bd3c-e102099f44e1";"Regular";"";True;"Import";"LocalDateTable 89c7fc6a f48d 46c1 b2cc 5fb6940adf3d (2420402)";"Calendar(Date(Year(MIN('OPORTUNIDAD CIRUGIA'[Paciente En Salida])), 1, 1), Date(Year(MAX('OPORTUNIDAD CIRUGIA'[Paciente En Salida])), 12, 31))";True;False;;"89280580-1bfc-4925-9e73-b9907c3fa162"
2420405;"LocalDateTable_1bae119e-6d08-4330-a7e2-4ec09c8aabab";"2e2ccf6e-c7a1-433d-bd3c-e102099f44e1";"Regular";"";True;"Import";"LocalDateTable 1bae119e 6d08 4330 a7e2 4ec09c8aabab (2420405)";"Calendar(Date(Year(MIN('OPORTUNIDAD CIRUGIA'[Paciente Cancelado])), 1, 1), Date(Year(MAX('OPORTUNIDAD CIRUGIA'[Paciente Cancelado])), 12, 31))";True;False;;"b815eaa8-ff82-4221-80d5-001012f4fdcc"
2671557;"LocalDateTable_1e4d3198-fceb-4af7-8182-f357869f4fe1";"2e2ccf6e-c7a1-433d-bd3c-e102099f44e1";"Regular";"";True;"Import";"LocalDateTable 1e4d3198 fceb 4af7 8182 f357869f4fe1 (2671557)";"Calendar(Date(Year(MIN('CIRUGIAS'[AINFECING])), 1, 1), Date(Year(MAX('CIRUGIAS'[AINFECING])), 12, 31))";True;False;;"41ae3959-af53-435a-997f-b7d60e20683b"
2807315;"UNIDAD_CARDIOVASCULAR";"2e2ccf6e-c7a1-433d-bd3c-e102099f44e1";"Regular";"";False;"Import";"Consulta1 (2807315)";"";False;False;;"a0ff3aee-3675-4cfe-9444-2f41074a9729"
3029160;"CIRUGIAS_PENDIENTES";"2e2ccf6e-c7a1-433d-bd3c-e102099f44e1";"Regular";"";False;"Import";"Consulta1 (3029160)";"";False;False;;"bc46e579-8c76-4b1e-8984-a7d634bd4d08"
3029163;"LocalDateTable_99d0d310-fc7f-43a1-bbea-6f656bb02599";"2e2ccf6e-c7a1-433d-bd3c-e102099f44e1";"Regular";"";True;"Import";"LocalDateTable 99d0d310 fc7f 43a1 bbea 6f656bb02599 (3029163)";"Calendar(Date(Year(MIN('CIRUGIAS_PENDIENTES'[Planeada])), 1, 1), Date(Year(MAX('CIRUGIAS_PENDIENTES'[Planeada])), 12, 31))";True;False;;"ec700abd-6ea5-4e07-9873-1ffd7e31dfba"
3029166;"LocalDateTable_64c15279-e8c0-4c04-9991-9aef99c7a726";"2e2ccf6e-c7a1-433d-bd3c-e102099f44e1";"Regular";"";True;"Import";"LocalDateTable 64c15279 e8c0 4c04 9991 9aef99c7a726 (3029166)";"Calendar(Date(Year(MIN('CIRUGIAS_PENDIENTES'[Paciente en Consulta Externa])), 1, 1), Date(Year(MAX('CIRUGIAS_PENDIENTES'[Paciente en Consulta Externa])), 12, 31))";True;False;;"9b594c15-8fcb-4dc8-afff-1768d23812c0"
3029169;"LocalDateTable_47b477f8-6b89-4988-96c9-2275274a8ef7";"2e2ccf6e-c7a1-433d-bd3c-e102099f44e1";"Regular";"";True;"Import";"LocalDateTable 47b477f8 6b89 4988 96c9 2275274a8ef7 (3029169)";"Calendar(Date(Year(MIN('CIRUGIAS_PENDIENTES'[Paciente por Autorizar])), 1, 1), Date(Year(MAX('CIRUGIAS_PENDIENTES'[Paciente por Autorizar])), 12, 31))";True;False;;"ca58ced3-dece-42a5-850a-b7afb6a0b8af"
3029172;"LocalDateTable_29da6148-fb4a-45ee-bf52-293b56c2217f";"2e2ccf6e-c7a1-433d-bd3c-e102099f44e1";"Regular";"";True;"Import";"LocalDateTable 29da6148 fb4a 45ee bf52 293b56c2217f (3029172)";"Calendar(Date(Year(MIN('CIRUGIAS_PENDIENTES'[Documentación Entregada por Facturación])), 1, 1), Date(Year(MAX('CIRUGIAS_PENDIENTES'[Documentación Entregada por Facturación])), 12, 31))";True;False;;"d5006a84-638f-4923-b51c-cd9822ce6d7f"
3029175;"LocalDateTable_38a465d0-3b00-4290-969a-ba436c07b658";"2e2ccf6e-c7a1-433d-bd3c-e102099f44e1";"Regular";"";True;"Import";"LocalDateTable 38a465d0 3b00 4290 969a ba436c07b658 (3029175)";"Calendar(Date(Year(MIN('CIRUGIAS_PENDIENTES'[Paciente No Autorizado])), 1, 1), Date(Year(MAX('CIRUGIAS_PENDIENTES'[Paciente No Autorizado])), 12, 31))";True;False;;"138bd5bf-85ae-4d3a-9194-31b5c07a36b1"
3029178;"LocalDateTable_5b6ffbbf-e8e1-4dc0-abdb-e1ccdb528fb3";"2e2ccf6e-c7a1-433d-bd3c-e102099f44e1";"Regular";"";True;"Import";"LocalDateTable 5b6ffbbf e8e1 4dc0 abdb e1ccdb528fb3 (3029178)";"Calendar(Date(Year(MIN('CIRUGIAS_PENDIENTES'[Paciente En Espera Pre anestesico])), 1, 1), Date(Year(MAX('CIRUGIAS_PENDIENTES'[Paciente En Espera Pre anestesico])), 12, 31))";True;False;;"c651026d-71ec-4e87-9249-d9468381384d"
3029181;"LocalDateTable_b5637514-9587-44b1-8cff-12155eeb5ed0";"2e2ccf6e-c7a1-433d-bd3c-e102099f44e1";"Regular";"";True;"Import";"LocalDateTable b5637514 9587 44b1 8cff 12155eeb5ed0 (3029181)";"Calendar(Date(Year(MIN('CIRUGIAS_PENDIENTES'[Paciente En Espera Programacion])), 1, 1), Date(Year(MAX('CIRUGIAS_PENDIENTES'[Paciente En Espera Programacion])), 12, 31))";True;False;;"3a65dbb1-7555-4764-90a1-2ff003fdad92"
3029184;"LocalDateTable_80b6f56c-4952-40aa-a933-981568216354";"2e2ccf6e-c7a1-433d-bd3c-e102099f44e1";"Regular";"";True;"Import";"LocalDateTable 80b6f56c 4952 40aa a933 981568216354 (3029184)";"Calendar(Date(Year(MIN('CIRUGIAS_PENDIENTES'[Paciente En Tramite Clinico/ADM])), 1, 1), Date(Year(MAX('CIRUGIAS_PENDIENTES'[Paciente En Tramite Clinico/ADM])), 12, 31))";True;False;;"f36116db-9525-4451-93ee-adfbc0c3bffa"
3029187;"LocalDateTable_b4e14cf6-a6e1-4b6a-9ae9-3860dcd98754";"2e2ccf6e-c7a1-433d-bd3c-e102099f44e1";"Regular";"";True;"Import";"LocalDateTable b4e14cf6 a6e1 4b6a 9ae9 3860dcd98754 (3029187)";"Calendar(Date(Year(MIN('CIRUGIAS_PENDIENTES'[Paciente Programado])), 1, 1), Date(Year(MAX('CIRUGIAS_PENDIENTES'[Paciente Programado])), 12, 31))";True;False;;"ee0f0f1b-de21-464a-a1d5-df5c74d192a1"
3029190;"LocalDateTable_8428e5e4-55c6-4447-aead-0d081c9bb25d";"2e2ccf6e-c7a1-433d-bd3c-e102099f44e1";"Regular";"";True;"Import";"LocalDateTable 8428e5e4 55c6 4447 aead 0d081c9bb25d (3029190)";"Calendar(Date(Year(MIN('CIRUGIAS_PENDIENTES'[Paciente en Sala de Espera])), 1, 1), Date(Year(MAX('CIRUGIAS_PENDIENTES'[Paciente en Sala de Espera])), 12, 31))";True;False;;"bc2d1ffa-c234-4f22-a07d-8b8bab068b4c"
3029193;"LocalDateTable_4ea06d15-f5ce-4137-b87a-8fcb0e9f14a2";"2e2ccf6e-c7a1-433d-bd3c-e102099f44e1";"Regular";"";True;"Import";"LocalDateTable 4ea06d15 f5ce 4137 b87a 8fcb0e9f14a2 (3029193)";"Calendar(Date(Year(MIN('CIRUGIAS_PENDIENTES'[Paciente en Quirofano])), 1, 1), Date(Year(MAX('CIRUGIAS_PENDIENTES'[Paciente en Quirofano])), 12, 31))";True;False;;"40df77a5-889c-4d5d-91d7-d132d20c62f9"
3029196;"LocalDateTable_70b45636-4690-40d5-85e8-a82f55ee4364";"2e2ccf6e-c7a1-433d-bd3c-e102099f44e1";"Regular";"";True;"Import";"LocalDateTable 70b45636 4690 40d5 85e8 a82f55ee4364 (3029196)";"Calendar(Date(Year(MIN('CIRUGIAS_PENDIENTES'[Paciente en Recuperacion])), 1, 1), Date(Year(MAX('CIRUGIAS_PENDIENTES'[Paciente en Recuperacion])), 12, 31))";True;False;;"83078075-b41a-4aa8-ba6c-b160e446caf0"
3029199;"LocalDateTable_f426ba51-ba2b-402a-bb9e-a302366154f9";"2e2ccf6e-c7a1-433d-bd3c-e102099f44e1";"Regular";"";True;"Import";"LocalDateTable f426ba51 ba2b 402a bb9e a302366154f9 (3029199)";"Calendar(Date(Year(MIN('CIRUGIAS_PENDIENTES'[Paciente En Salida])), 1, 1), Date(Year(MAX('CIRUGIAS_PENDIENTES'[Paciente En Salida])), 12, 31))";True;False;;"f3262fdf-19ba-4932-8a81-ddaae9efbd61"
3029202;"LocalDateTable_44d7158c-b006-427e-892d-d838e53e337c";"2e2ccf6e-c7a1-433d-bd3c-e102099f44e1";"Regular";"";True;"Import";"LocalDateTable 44d7158c b006 427e 892d d838e53e337c (3029202)";"Calendar(Date(Year(MIN('CIRUGIAS_PENDIENTES'[Paciente Cancelado])), 1, 1), Date(Year(MAX('CIRUGIAS_PENDIENTES'[Paciente Cancelado])), 12, 31))";True;False;;"19e93a88-bd29-4ad8-9db2-f1b7cc925505"
3496842;"CONSOLIDADO_IMAGENES_2025";"2e2ccf6e-c7a1-433d-bd3c-e102099f44e1";"Regular";"";False;"Import";"Consulta1 (3496842)";"";False;False;;"9db3593d-c030-4746-8a9b-4414ab591c1c"
3540707;"HOSPITALIZACION_PARCIAL";"2e2ccf6e-c7a1-433d-bd3c-e102099f44e1";"Regular";"";False;"Import";"Consulta1 (3540707)";"";False;False;;"8aa418e1-a8ac-42b6-b670-2f54bf0dcd41"
3540710;"LocalDateTable_3ccc4380-0435-474b-88c1-0ec1d0ecaf3c";"2e2ccf6e-c7a1-433d-bd3c-e102099f44e1";"Regular";"";True;"Import";"LocalDateTable 3ccc4380 0435 474b 88c1 0ec1d0ecaf3c (3540710)";"Calendar(Date(Year(MIN('HOSPITALIZACION_PARCIAL'[FECHA_INGRESO_CAMA])), 1, 1), Date(Year(MAX('HOSPITALIZACION_PARCIAL'[FECHA_INGRESO_CAMA])), 12, 31))";True;False;;"87abc05e-67b9-4b9b-bbeb-61e4e1e7248e"
3540713;"LocalDateTable_57d8d861-1e4a-4ad1-ab22-76a2aeb7f08c";"2e2ccf6e-c7a1-433d-bd3c-e102099f44e1";"Regular";"";True;"Import";"LocalDateTable 57d8d861 1e4a 4ad1 ab22 76a2aeb7f08c (3540713)";"Calendar(Date(Year(MIN('HOSPITALIZACION_PARCIAL'[FECHA_EGRESO_CAMA])), 1, 1), Date(Year(MAX('HOSPITALIZACION_PARCIAL'[FECHA_EGRESO_CAMA])), 12, 31))";True;False;;"24fe6b7b-e9db-4954-978b-9c151505fd0f"
3540719;"LocalDateTable_37259e27-e88c-4c36-a24d-2e8342183217";"2e2ccf6e-c7a1-433d-bd3c-e102099f44e1";"Regular";"";True;"Import";"LocalDateTable 37259e27 e88c 4c36 a24d 2e8342183217 (3540719)";"Calendar(Date(Year(MIN('HOSPITALIZACION_PARCIAL'[FECHA_INGRESO_INST])), 1, 1), Date(Year(MAX('HOSPITALIZACION_PARCIAL'[FECHA_INGRESO_INST])), 12, 31))";True;False;;"a1915ee6-9f3b-4f5a-82e2-a2c1005593fc"
3540722;"LocalDateTable_03567001-b069-44a7-a247-6e46382e05c0";"2e2ccf6e-c7a1-433d-bd3c-e102099f44e1";"Regular";"";True;"Import";"LocalDateTable 03567001 b069 44a7 a247 6e46382e05c0 (3540722)";"Calendar(Date(Year(MIN('HOSPITALIZACION_PARCIAL'[FECHA_EGRESO_FACTURACION])), 1, 1), Date(Year(MAX('HOSPITALIZACION_PARCIAL'[FECHA_EGRESO_FACTURACION])), 12, 31))";True;False;;"af11d69b-175a-48a9-a3b7-2228dd032bb0"
3612719;"LocalDateTable_a5cc91bc-be4c-4d25-b1fc-5b3b441fbd7c";"2e2ccf6e-c7a1-433d-bd3c-e102099f44e1";"Regular";"";True;"Import";"LocalDateTable a5cc91bc be4c 4d25 b1fc 5b3b441fbd7c (3612719)";"Calendar(Date(Year(MIN('HOSPITALIZACION_PARCIAL'[FECHA_EGRESO_FINAL])), 1, 1), Date(Year(MAX('HOSPITALIZACION_PARCIAL'[FECHA_EGRESO_FINAL])), 12, 31))";True;False;;"63bffbf3-0558-47d2-abd3-8712524b5536"
3613813;"ATENCION DOMICILIARIA";"2e2ccf6e-c7a1-433d-bd3c-e102099f44e1";"Regular";"";False;"Import";"Consulta1 (3613813)";"";False;False;;"26ff4567-c381-4c1a-8e76-144aea23d279"
3613816;"LocalDateTable_3cd70fc0-4d84-44e6-be3b-070d7264ea59";"2e2ccf6e-c7a1-433d-bd3c-e102099f44e1";"Regular";"";True;"Import";"LocalDateTable 3cd70fc0 4d84 44e6 be3b 070d7264ea59 (3613816)";"Calendar(Date(Year(MIN('ATENCION DOMICILIARIA'[FECHA_INGRESO_CAMA])), 1, 1), Date(Year(MAX('ATENCION DOMICILIARIA'[FECHA_INGRESO_CAMA])), 12, 31))";True;False;;"a498710c-d53b-43a1-a7b0-147e3229bd75"
3613819;"LocalDateTable_4fbe9367-c61c-4ef2-9607-558bf4896899";"2e2ccf6e-c7a1-433d-bd3c-e102099f44e1";"Regular";"";True;"Import";"LocalDateTable 4fbe9367 c61c 4ef2 9607 558bf4896899 (3613819)";"Calendar(Date(Year(MIN('ATENCION DOMICILIARIA'[FECHA_EGRESO_CAMA])), 1, 1), Date(Year(MAX('ATENCION DOMICILIARIA'[FECHA_EGRESO_CAMA])), 12, 31))";True;False;;"f183a312-1a57-4c0e-923b-bc88f47983d5"
3613822;"LocalDateTable_27465467-6d81-4bfa-88f2-68edc797ed76";"2e2ccf6e-c7a1-433d-bd3c-e102099f44e1";"Regular";"";True;"Import";"LocalDateTable 27465467 6d81 4bfa 88f2 68edc797ed76 (3613822)";"Calendar(Date(Year(MIN('ATENCION DOMICILIARIA'[FECHA_EGRESO_FINAL])), 1, 1), Date(Year(MAX('ATENCION DOMICILIARIA'[FECHA_EGRESO_FINAL])), 12, 31))";True;False;;"4c51eebd-5253-4368-b677-8e8f6ce6e3e2"
3613825;"LocalDateTable_06dac1dc-0715-481a-9ac0-c0b0356653e0";"2e2ccf6e-c7a1-433d-bd3c-e102099f44e1";"Regular";"";True;"Import";"LocalDateTable 06dac1dc 0715 481a 9ac0 c0b0356653e0 (3613825)";"Calendar(Date(Year(MIN('ATENCION DOMICILIARIA'[FECHA_INGRESO_INST])), 1, 1), Date(Year(MAX('ATENCION DOMICILIARIA'[FECHA_INGRESO_INST])), 12, 31))";True;False;;"6589d325-b73f-4c3f-b2e7-ed3011b82a60"
3613828;"LocalDateTable_afd97080-68cd-41f4-badd-f52ad2f34c0a";"2e2ccf6e-c7a1-433d-bd3c-e102099f44e1";"Regular";"";True;"Import";"LocalDateTable afd97080 68cd 41f4 badd f52ad2f34c0a (3613828)";"Calendar(Date(Year(MIN('ATENCION DOMICILIARIA'[FECHA_EGRESO_FACTURACION])), 1, 1), Date(Year(MAX('ATENCION DOMICILIARIA'[FECHA_EGRESO_FACTURACION])), 12, 31))";True;False;;"d4b33af1-ee78-4c47-a0d1-fb8872789416"
4755961;"LocalDateTable_b1234d38-f4fa-40d7-9f3d-98402bedb5dc";"2e2ccf6e-c7a1-433d-bd3c-e102099f44e1";"Regular";"";True;"Import";"LocalDateTable b1234d38 f4fa 40d7 9f3d 98402bedb5dc (4755961)";"Calendar(Date(Year(MIN('Calendario'[Date])), 1, 1), Date(Year(MAX('Calendario'[Date])), 12, 31))";True;False;;"751de494-8cdd-4572-8b36-837f3b2ab226"
4960135;"FACT_EGRESOS";"2e2ccf6e-c7a1-433d-bd3c-e102099f44e1";"Regular";"";False;"Import";"Consulta1 (4960135)";"";False;False;;"4e5233a0-62a2-4b6a-bb88-efb5679d5af3"
