ID;Name;Table;DataType;DataCategory;Description;IsHidden;IsUnique;IsKey;IsNullable;Alignment;SummarizeBy;ColumnStorage;Type;SourceColumn;Expression;FormatString;IsAvailableInMDX;SortByColumn;GroupingBehavior;SourceProviderType;DisplayFolder;AlternateOf;LineageTag
13;"RowNumber-2662979B-1795-4F74-8F37-6A1BA8059B61";"OPORTUNIDAD_TRIAGE";"Integer";"RowNumber";"";True;True;True;False;"Default";"Default";"Consulta1 (12)$RowNumber 2662979B 1795 4F74 8F37 6A1BA8059B61 (13)";"RowNumber";"RowNumber-2662979B-1795-4F74-8F37-6A1BA8059B61";"";"";True;"";"GroupOnValue";"";"";"";""
219883;"TIEMPO_TRIAGE_PROM";"OPORTUNIDAD_TRIAGE";"Integer";"Regular";"";False;False;False;True;"Default";"Sum";"Consulta1 (12)$Columna (219883)";"Calculated";"";"DATEDIFF(OPORTUNIDAD_TRIAGE[LLEGADA_PORTERO],OPORTUNIDAD_TRIAGE[FECHA_TRIAGE],MINUTE)";"0";True;"";"GroupOnValue";"";"";"";"5cee7ca8-617d-4276-aab4-63a85ff180c1"
332494;"FECHA";"OPORTUNIDAD_TRIAGE";"Date";"Regular";"";False;False;False;True;"Default";"None";"Consulta1 (12)$FECHA (332494)";"Data";"FECHA";"";"General Date";True;"";"GroupOnValue";"";"";"";"b56b700c-42f4-4d22-9bb7-4f76772b823d"
377362;"OID_TRIAGE";"OPORTUNIDAD_TRIAGE";"Integer";"Regular";"";False;True;False;False;"Default";"Sum";"Consulta1 (12)$OID TRIAGE (377362)";"Data";"OID_TRIAGE";"";"0";True;"";"GroupOnValue";"";"";"";"2c87f3a4-c974-4d0b-be94-a1603ec7229d"
377363;"GPADOCUME";"OPORTUNIDAD_TRIAGE";"Text";"Regular";"";False;False;False;True;"Default";"None";"Consulta1 (12)$GPADOCUME (377363)";"Data";"GPADOCUME";"";"";True;"";"GroupOnValue";"";"";"";"b8be6a99-8b95-4f35-a917-2090fdc8ca99"
377364;"HCCODIGO";"OPORTUNIDAD_TRIAGE";"Text";"Regular";"";False;False;False;True;"Default";"None";"Consulta1 (12)$HCCODIGO (377364)";"Data";"HCCODIGO";"";"";True;"";"GroupOnValue";"";"";"";"a9f7082a-d6c0-45c7-9df1-26fe8a908e64"
377365;"GPANOMBRE";"OPORTUNIDAD_TRIAGE";"Text";"Regular";"";False;False;False;True;"Default";"None";"Consulta1 (12)$GPANOMBRE (377365)";"Data";"GPANOMBRE";"";"";True;"";"GroupOnValue";"";"";"";"4d9354f8-38e5-4e29-bb44-4dd11ef70176"
377366;"GPASEGNOM";"OPORTUNIDAD_TRIAGE";"Text";"Regular";"";False;False;False;True;"Default";"None";"Consulta1 (12)$GPASEGNOM (377366)";"Data";"GPASEGNOM";"";"";True;"";"GroupOnValue";"";"";"";"09402f72-5ef5-44e5-a5c7-6509e23569a4"
377367;"GPAAPELLI";"OPORTUNIDAD_TRIAGE";"Text";"Regular";"";False;False;False;True;"Default";"None";"Consulta1 (12)$GPAAPELLI (377367)";"Data";"GPAAPELLI";"";"";True;"";"GroupOnValue";"";"";"";"70ea13f7-2ce2-43a7-b15c-eee52744045c"
377368;"GPASEGAPE";"OPORTUNIDAD_TRIAGE";"Text";"Regular";"";False;False;False;True;"Default";"None";"Consulta1 (12)$GPASEGAPE (377368)";"Data";"GPASEGAPE";"";"";True;"";"GroupOnValue";"";"";"";"de01b03c-21ee-4114-a6b2-c33a019bd4b4"
377369;"ENTNOMBRE";"OPORTUNIDAD_TRIAGE";"Text";"Regular";"";False;False;False;True;"Default";"None";"Consulta1 (12)$ENTNOMBRE (377369)";"Data";"ENTNOMBRE";"";"";True;"";"GroupOnValue";"";"";"";"64bb3f26-ab20-4262-bc94-60865d80c606"
377370;"HCTFECTRI";"OPORTUNIDAD_TRIAGE";"Date";"Regular";"";False;False;False;True;"Default";"None";"Consulta1 (12)$HCTFECTRI (377370)";"Data";"HCTFECTRI";"";"General Date";True;"";"GroupOnValue";"";"";"";"af69a8a3-c653-4a63-bacc-e4fd196efa93"
377378;"LLEGADA_PORTERO";"OPORTUNIDAD_TRIAGE";"Text";"Regular";"";False;False;False;True;"Default";"None";"Consulta1 (12)$LLEGADA PORTERO (377378)";"Data";"LLEGADA_PORTERO";"";"";True;"";"GroupOnValue";"";"";"";"878ae6ce-208c-406f-82a4-240cbe33d014"
377379;"FECHA_TRIAGE";"OPORTUNIDAD_TRIAGE";"Date";"Regular";"";False;False;False;True;"Default";"None";"Consulta1 (12)$FECHA TRIAGE (377379)";"Data";"FECHA_TRIAGE";"";"General Date";True;"";"GroupOnValue";"";"";"";"8c9e2091-45b2-43e8-b2d6-657eff8b2479"
377380;"DESCRI_TRIGE";"OPORTUNIDAD_TRIAGE";"Text";"Regular";"";False;False;False;True;"Default";"None";"Consulta1 (12)$DESCRI TRIGE (377380)";"Data";"DESCRI_TRIGE";"";"";True;"";"GroupOnValue";"";"";"";"5741b854-628a-4398-b3de-2e22e5ffd493"
377381;"HORA";"OPORTUNIDAD_TRIAGE";"Integer";"Regular";"";False;False;False;True;"Default";"Sum";"Consulta1 (12)$HORA (377381)";"Data";"HORA";"";"0";True;"";"GroupOnValue";"";"";"";"0e7188a4-0beb-47e3-b23c-4359dff7e884"
377382;"TramoHorario";"OPORTUNIDAD_TRIAGE";"Text";"Regular";"";False;False;False;True;"Default";"None";"Consulta1 (12)$TramoHorario (377382)";"Data";"TramoHorario";"";"";True;"";"GroupOnValue";"";"";"";"fef731be-c5af-449e-9686-ae70999744a4"
377383;"DIA_SEMANA";"OPORTUNIDAD_TRIAGE";"Text";"Regular";"";False;False;False;True;"Default";"None";"Consulta1 (12)$DIA SEMANA (377383)";"Data";"DIA_SEMANA";"";"";True;"";"GroupOnValue";"";"";"";"6c1c6d00-6a2a-4871-b7bb-09764c02de9a"
377384;"MIN";"OPORTUNIDAD_TRIAGE";"Integer";"Regular";"";False;False;False;True;"Default";"Sum";"Consulta1 (12)$MIN (377384)";"Data";"MIN";"";"0";True;"";"GroupOnValue";"";"";"";"442748f3-3e36-46f0-8c61-4c5827ee387b"
377385;"AÑO";"OPORTUNIDAD_TRIAGE";"Integer";"Regular";"";False;False;False;True;"Default";"Sum";"Consulta1 (12)$AÑO (377385)";"Data";"AÑO";"";"0";True;"";"GroupOnValue";"";"";"";"74ece29b-8d59-4dc4-8e6b-1be27b19c95a"
377386;"MES";"OPORTUNIDAD_TRIAGE";"Integer";"Regular";"";False;False;False;True;"Default";"Sum";"Consulta1 (12)$MES (377386)";"Data";"MES";"";"0";True;"";"GroupOnValue";"";"";"";"00870238-bbbf-4c66-8a2a-f1c3bc3f84e1"
377387;"ASEGURADORA";"OPORTUNIDAD_TRIAGE";"Text";"Regular";"";False;False;False;True;"Default";"None";"Consulta1 (12)$ASEGURADORA (377387)";"Data";"ASEGURADORA";"";"";True;"";"GroupOnValue";"";"";"";"ea400d6a-53ee-43a7-9bf8-fb600e68008f"
377388;"GENTERCER1";"OPORTUNIDAD_TRIAGE";"Integer";"Regular";"";False;False;False;True;"Default";"None";"Consulta1 (12)$GENTERCER1 (377388)";"Data";"GENTERCER1";"";"0";True;"";"GroupOnValue";"";"";"";"c51fb958-ab05-47c4-bff4-69a263fce9ed"
377389;"MENORES";"OPORTUNIDAD_TRIAGE";"Text";"Regular";"";False;False;False;True;"Default";"None";"Consulta1 (12)$MENORES (377389)";"Data";"MENORES";"";"";True;"";"GroupOnValue";"";"";"";"f2546da9-5c1e-48db-a4e8-08de253f6092"
377390;"OID_ASEGURADORA";"OPORTUNIDAD_TRIAGE";"Integer";"Regular";"";False;False;False;True;"Default";"Sum";"Consulta1 (12)$OID ASEGURADORA (377390)";"Data";"OID_ASEGURADORA";"";"0";True;"";"GroupOnValue";"";"";"";"b863c919-d8ed-4fdc-a40c-eeb9a731ee51"
1160711;"CLASIFICACION_TRIAGE";"OPORTUNIDAD_TRIAGE";"Text";"Regular";"";False;False;False;True;"Default";"None";"Consulta1 (12)$CLASIFICACION TRIAGE (1160711)";"Data";"CLASIFICACION_TRIAGE";"";"";True;"";"GroupOnValue";"";"";"";"bb925262-9c11-41ab-a808-0dddafe0cae5"
1447943;"TERNOMCOM";"OPORTUNIDAD_TRIAGE";"Text";"Regular";"";False;False;False;True;"Default";"None";"Consulta1 (12)$TERNOMCOM (1447943)";"Data";"TERNOMCOM";"";"";True;"";"GroupOnValue";"";"";"";"4470f878-1384-4728-87d1-40d8c06b58df"
16;"RowNumber-2662979B-1795-4F74-8F37-6A1BA8059B61";"DateTableTemplate_40012e61-7c29-4a06-8f9c-d723de648a2e";"Integer";"RowNumber";"";True;True;True;False;"Default";"Default";"DateTableTemplate 40012e61 7c29 4a06 8f9c d723de648a2e (15)$RowNumber 2662979B 1795 4F74 8F37 6A1BA8059B61 (16)";"RowNumber";"RowNumber-2662979B-1795-4F74-8F37-6A1BA8059B61";"";"";True;"";"GroupOnValue";"";"";"";""
18;"Date";"DateTableTemplate_40012e61-7c29-4a06-8f9c-d723de648a2e";"Date";"PaddedDateTableDates";"";True;False;False;True;"Default";"None";"DateTableTemplate 40012e61 7c29 4a06 8f9c d723de648a2e (15)$Date (18)";"CalculatedTableColumn";"Date";"";"";True;"";"GroupOnValue";"";"";"";"15b3ee6c-a60c-481f-b326-c480043eb2e9"
19;"AÑO";"DateTableTemplate_40012e61-7c29-4a06-8f9c-d723de648a2e";"Integer";"Years";"";True;False;False;True;"Default";"None";"DateTableTemplate 40012e61 7c29 4a06 8f9c d723de648a2e (15)$Año (19)";"Calculated";"";"YEAR([Date])";"";True;"";"GroupOnValue";"";"";"";"e464db36-9f26-4a2e-a934-3077460ec35d"
20;"NroMes";"DateTableTemplate_40012e61-7c29-4a06-8f9c-d723de648a2e";"Integer";"MonthOfYear";"";True;False;False;True;"Default";"None";"DateTableTemplate 40012e61 7c29 4a06 8f9c d723de648a2e (15)$NroMes (20)";"Calculated";"";"MONTH([Date])";"";True;"";"GroupOnValue";"";"";"";"ee0d3802-a5be-4816-bbfd-36aa5cd60ca7"
21;"MES";"DateTableTemplate_40012e61-7c29-4a06-8f9c-d723de648a2e";"Text";"Months";"";True;False;False;True;"Default";"None";"DateTableTemplate 40012e61 7c29 4a06 8f9c d723de648a2e (15)$Mes (21)";"Calculated";"";"FORMAT([Date], ""MMMM"")";"";True;"NroMes";"GroupOnValue";"";"";"";"dde6769e-3552-4d04-b5ae-097bc2c2aecd"
22;"NroTrimestre";"DateTableTemplate_40012e61-7c29-4a06-8f9c-d723de648a2e";"Integer";"QuarterOfYear";"";True;False;False;True;"Default";"None";"DateTableTemplate 40012e61 7c29 4a06 8f9c d723de648a2e (15)$NroTrimestre (22)";"Calculated";"";"INT(([NroMes] + 2) / 3)";"";True;"";"GroupOnValue";"";"";"";"19f2e31a-fad0-49a2-95d2-7cb411b5ae6b"
23;"Trimestre";"DateTableTemplate_40012e61-7c29-4a06-8f9c-d723de648a2e";"Text";"Quarters";"";True;False;False;True;"Default";"None";"DateTableTemplate 40012e61 7c29 4a06 8f9c d723de648a2e (15)$Trimestre (23)";"Calculated";"";"""Trim. "" & [NroTrimestre]";"";True;"NroTrimestre";"GroupOnValue";"";"";"";"8aeb2696-8253-48d3-92ff-766b9da5710b"
24;"Día";"DateTableTemplate_40012e61-7c29-4a06-8f9c-d723de648a2e";"Integer";"DayOfMonth";"";True;False;False;True;"Default";"None";"DateTableTemplate 40012e61 7c29 4a06 8f9c d723de648a2e (15)$Día (24)";"Calculated";"";"DAY([Date])";"";True;"";"GroupOnValue";"";"";"";"3ee809b0-a4e8-46b7-a26a-691c4b0e2d47"
698;"RowNumber-2662979B-1795-4F74-8F37-6A1BA8059B61";"CONSULTA_URGENCIAS";"Integer";"RowNumber";"";True;True;True;False;"Default";"Default";"Consulta1 (697)$RowNumber 2662979B 1795 4F74 8F37 6A1BA8059B61 (698)";"RowNumber";"RowNumber-2662979B-1795-4F74-8F37-6A1BA8059B61";"";"";True;"";"GroupOnValue";"";"";"";""
701;"DOCUMENTO";"CONSULTA_URGENCIAS";"Text";"Regular";"";False;False;False;True;"Default";"None";"Consulta1 (697)$DOCUMENTO (701)";"Data";"DOCUMENTO";"";"";True;"";"GroupOnValue";"";"";"";"5eff21bb-ed9d-4ec4-aeaf-acb9f404f7df"
708;"LLEGADA_PORTERO";"CONSULTA_URGENCIAS";"Text";"Regular";"";False;False;False;True;"Default";"None";"Consulta1 (697)$LLEGADA PORTERO (708)";"Data";"LLEGADA_PORTERO";"";"";True;"";"GroupOnValue";"";"";"";"21377855-dc48-452d-aa1c-4787252532f1"
709;"FECHA_TRIAGE";"CONSULTA_URGENCIAS";"Date";"Regular";"";False;False;False;True;"Default";"None";"Consulta1 (697)$FECHA TRIAGE (709)";"Data";"FECHA_TRIAGE";"";"General Date";True;"";"GroupOnValue";"";"";"";"186ab3cc-4391-49fb-aa3b-da36eae3d45d"
710;"FECHA_ADMISION";"CONSULTA_URGENCIAS";"Date";"Regular";"";False;False;False;True;"Default";"None";"Consulta1 (697)$FECHA ADMISION (710)";"Data";"FECHA_ADMISION";"";"General Date";True;"";"GroupOnValue";"";"";"";"5b9c7158-042d-482e-af19-415338f5a5bc"
711;"FECHA_FOLIO";"CONSULTA_URGENCIAS";"Date";"Regular";"";False;False;False;True;"Default";"None";"Consulta1 (697)$FECHA FOLIO (711)";"Data";"FECHA_FOLIO";"";"General Date";True;"";"GroupOnValue";"";"";"";"4836e0aa-d4de-43df-87dc-261d05f8c792"
12475;"tiempo_consulta";"CONSULTA_URGENCIAS";"Integer";"Regular";"";False;False;False;True;"Default";"Sum";"Consulta1 (697)$Columna (12475)";"Calculated";"";"DATEDIFF(CONSULTA_URGENCIAS[FECHA_ADMISION],CONSULTA_URGENCIAS[FECHA_FOLIO],MINUTE)";"0.00";True;"";"GroupOnValue";"";"";"";"724cd71c-baa8-49c6-a179-8737a0d1c145"
278565;"MENORES_EDAD";"CONSULTA_URGENCIAS";"Text";"Regular";"";False;False;False;True;"Default";"None";"Consulta1 (697)$MENORES EDAD (278565)";"Data";"MENORES_EDAD";"";"";True;"";"GroupOnValue";"";"";"";"ea6d3889-0bae-493f-aa58-dd571fe9819e"
841704;"OID_TERCERO";"CONSULTA_URGENCIAS";"Integer";"Regular";"";False;False;False;True;"Default";"Sum";"Consulta1 (697)$OID TERCERO (841704)";"Data";"OID_TERCERO";"";"0";True;"";"GroupOnValue";"";"";"";"c3d6e8ca-6233-41f5-807e-93427986257b"
896181;"MENORES_EDAD_CONS";"CONSULTA_URGENCIAS";"Text";"Regular";"";False;False;False;True;"Default";"None";"Consulta1 (697)$Columna (896181)";"Calculated";"";"IF(CONSULTA_URGENCIAS[MENORES_EDAD]=""MENORES"", ""MENORES DE EDAD"",""MAYORES DE EDAD"")";"";True;"";"GroupOnValue";"";"";"";"53b9b5a6-6d79-46b8-9a50-976356d73d9e"
1175724;"CLASIFICACION_TRIAGE";"CONSULTA_URGENCIAS";"Text";"Regular";"";False;False;False;True;"Default";"None";"Consulta1 (697)$CLASIFICACION TRIAGE (1175724)";"Data";"CLASIFICACION_TRIAGE";"";"";True;"";"GroupOnValue";"";"";"";"5b680422-29dd-426a-9914-0c4e0d0cd94e"
8473079;"IDENTIFICACION";"CONSULTA_URGENCIAS";"Text";"Regular";"";False;False;False;True;"Default";"None";"Consulta1 (697)$IDENTIFICACION (8473079)";"Data";"IDENTIFICACION";"";"";True;"";"GroupOnValue";"";"";"";"757b8b4d-ed38-47c7-9675-75ed05e0cb65"
8473080;"INGRESO";"CONSULTA_URGENCIAS";"Text";"Regular";"";False;False;False;True;"Default";"None";"Consulta1 (697)$INGRESO (8473080)";"Data";"INGRESO";"";"";True;"";"GroupOnValue";"";"";"";"e66efbf2-b988-48a0-b8e6-e32974faec3c"
8473081;"PACIENTE";"CONSULTA_URGENCIAS";"Text";"Regular";"";False;False;False;True;"Default";"None";"Consulta1 (697)$PACIENTE (8473081)";"Data";"PACIENTE";"";"";True;"";"GroupOnValue";"";"";"";"e13e751b-52e3-4531-81cb-689ce3aa3f81"
8473082;"CAUSA_INGRESO";"CONSULTA_URGENCIAS";"Text";"Regular";"";False;False;False;True;"Default";"None";"Consulta1 (697)$CAUSA INGRESO (8473082)";"Data";"CAUSA_INGRESO";"";"";True;"";"GroupOnValue";"";"";"";"543533f8-3da9-4bb6-8f10-79fab0293f38"
8473083;"DIACODIGO";"CONSULTA_URGENCIAS";"Text";"Regular";"";False;False;False;True;"Default";"None";"Consulta1 (697)$DIACODIGO (8473083)";"Data";"DIACODIGO";"";"";True;"";"GroupOnValue";"";"";"";"a34fa486-983e-4b09-99b0-212f110facce"
8473084;"DIANOMBRE";"CONSULTA_URGENCIAS";"Text";"Regular";"";False;False;False;True;"Default";"None";"Consulta1 (697)$DIANOMBRE (8473084)";"Data";"DIANOMBRE";"";"";True;"";"GroupOnValue";"";"";"";"5bac0bea-5fb4-4b66-9a2d-8d04314acf14"
8690742;"AGRUPA_ASEGURADORA";"CONSULTA_URGENCIAS";"Text";"Regular";"";False;False;False;True;"Default";"None";"Consulta1 (697)$AGRUPA ASEGURADORA (8690742)";"Data";"AGRUPA_ASEGURADORA";"";"";True;"";"GroupOnValue";"";"";"";"0fbca322-dc7a-49f8-aa12-dd2e198daa71"
8690743;"PLAN_BENEFICIO";"CONSULTA_URGENCIAS";"Text";"Regular";"";False;False;False;True;"Default";"None";"Consulta1 (697)$PLAN BENEFICIO (8690743)";"Data";"PLAN_BENEFICIO";"";"";True;"";"GroupOnValue";"";"";"";"3ab011af-b810-43f4-8336-04458642b08a"
8690744;"TIEMPO_CONSULTA_CALCULADA";"CONSULTA_URGENCIAS";"Integer";"Regular";"";False;False;False;True;"Default";"Sum";"Consulta1 (697)$TIEMPO CONSULTA CALCULADA (8690744)";"Data";"TIEMPO_CONSULTA_CALCULADA";"";"0";True;"";"GroupOnValue";"";"";"";"a695c3e4-ec46-47d4-b4b1-6d624b211f15"
8690745;"NOMB_TERCERO";"CONSULTA_URGENCIAS";"Text";"Regular";"";False;False;False;True;"Default";"None";"Consulta1 (697)$NOMB TERCERO (8690745)";"Data";"NOMB_TERCERO";"";"";True;"";"GroupOnValue";"";"";"";"477edf29-288d-409b-aa81-007150db65ad"
1126;"RowNumber-2662979B-1795-4F74-8F37-6A1BA8059B61";"CIRUGIAS";"Integer";"RowNumber";"";True;True;True;False;"Default";"Default";"Consulta1 (1125)$RowNumber 2662979B 1795 4F74 8F37 6A1BA8059B61 (1126)";"RowNumber";"RowNumber-2662979B-1795-4F74-8F37-6A1BA8059B61";"";"";True;"";"GroupOnValue";"";"";"";""
1132;"CEDULA";"CIRUGIAS";"Text";"Regular";"";False;False;False;True;"Default";"None";"Consulta1 (1125)$CEDULA (1132)";"Data";"CEDULA";"";"";True;"";"GroupOnValue";"";"";"";"3402fcef-84cc-4520-8fc5-638132ab038f"
1133;"FECHA_CIRUGIA";"CIRUGIAS";"Date";"Regular";"";False;False;False;True;"Default";"None";"Consulta1 (1125)$FECHA CIRUGIA (1133)";"Data";"FECHA_CIRUGIA";"";"General Date";True;"";"GroupOnValue";"";"";"";"ed8004a9-6688-4689-87aa-800ee3e18939"
1141;"PRIMER_NOMBRE";"CIRUGIAS";"Text";"Regular";"";False;False;False;True;"Default";"None";"Consulta1 (1125)$PRIMER NOMBRE (1141)";"Data";"PRIMER_NOMBRE";"";"";True;"";"GroupOnValue";"";"";"";"407ae306-0f3a-4aed-80dd-833cb1773144"
1142;"SEGUNDO_NOMBRE";"CIRUGIAS";"Text";"Regular";"";False;False;False;True;"Default";"None";"Consulta1 (1125)$SEGUNDO NOMBRE (1142)";"Data";"SEGUNDO_NOMBRE";"";"";True;"";"GroupOnValue";"";"";"";"fd670a36-70d5-49a9-a33c-b10fb8e9ad13"
1143;"PRIMER_APELLIDO";"CIRUGIAS";"Text";"Regular";"";False;False;False;True;"Default";"None";"Consulta1 (1125)$PRIMER APELLIDO (1143)";"Data";"PRIMER_APELLIDO";"";"";True;"";"GroupOnValue";"";"";"";"1ad34a3d-c588-46e0-8c4e-242746de9c8a"
1145;"Sexo";"CIRUGIAS";"Text";"Regular";"";False;False;False;True;"Default";"None";"Consulta1 (1125)$Sexo (1145)";"Data";"Sexo";"";"";True;"";"GroupOnValue";"";"";"";"a085ce1c-79eb-4a56-86fb-d2eddec5450e"
1146;"CIRUJANO";"CIRUGIAS";"Text";"Regular";"";False;False;False;True;"Default";"None";"Consulta1 (1125)$CIRUJANO (1146)";"Data";"CIRUJANO";"";"";True;"";"GroupOnValue";"";"";"";"d82d50f9-b28d-4d1c-9d36-79531b8fe6c7"
1147;"ESPECIALIDAD";"CIRUGIAS";"Text";"Regular";"";False;False;False;True;"Default";"None";"Consulta1 (1125)$ESPECIALIDAD (1147)";"Data";"ESPECIALIDAD";"";"";True;"";"GroupOnValue";"";"";"";"d05904a0-8ffb-43dd-a652-2b559c227486"
1148;"ASEGURADOR";"CIRUGIAS";"Text";"Regular";"";False;False;False;True;"Default";"None";"Consulta1 (1125)$ASEGURADOR (1148)";"Data";"ASEGURADOR";"";"";True;"";"GroupOnValue";"";"";"";"78d79a1d-8af6-48a2-9bc9-311a89a86048"
1149;"INGRESO";"CIRUGIAS";"Integer";"Regular";"";False;False;False;True;"Default";"Sum";"Consulta1 (1125)$INGRESO (1149)";"Data";"INGRESO";"";"0";True;"";"GroupOnValue";"";"";"";"519efcf7-8158-4606-ae4f-fe9edd6749d6"
1150;"DIAGNOSTICO";"CIRUGIAS";"Text";"Regular";"";False;False;False;True;"Default";"None";"Consulta1 (1125)$DIAGNOSTICO (1150)";"Data";"DIAGNOSTICO";"";"";True;"";"GroupOnValue";"";"";"";"de3359a0-f5fa-444d-9127-5a8e10eeffc5"
1151;"NOM_DIAGNOSTICO";"CIRUGIAS";"Text";"Regular";"";False;False;False;True;"Default";"None";"Consulta1 (1125)$NOM DIAGNOSTICO (1151)";"Data";"NOM_DIAGNOSTICO";"";"";True;"";"GroupOnValue";"";"";"";"0bdc7a24-31ce-4001-b821-f13a06bdb78b"
1152;"CIRUGIA";"CIRUGIAS";"Text";"Regular";"";False;False;False;True;"Default";"None";"Consulta1 (1125)$CIRUGIA (1152)";"Data";"CIRUGIA";"";"";True;"";"GroupOnValue";"";"";"";"4c520f84-5f77-4d0a-a19c-d9647baed24b"
1153;"CUPS";"CIRUGIAS";"Text";"Regular";"";False;False;False;True;"Default";"None";"Consulta1 (1125)$CUPS (1153)";"Data";"CUPS";"";"";True;"";"GroupOnValue";"";"";"";"69a49500-7e2a-487e-b631-147d9a00fba5"
1154;"TIPO";"CIRUGIAS";"Text";"Regular";"";False;False;False;True;"Default";"None";"Consulta1 (1125)$TIPO (1154)";"Data";"TIPO";"";"";True;"";"GroupOnValue";"";"";"";"580045d5-29a6-4190-860e-e3ebaf16a4ec"
1155;"TIPO_INGRESO";"CIRUGIAS";"Text";"Regular";"";False;False;False;True;"Default";"None";"Consulta1 (1125)$TIPO INGRESO (1155)";"Data";"TIPO_INGRESO";"";"";True;"";"GroupOnValue";"";"";"";"21f9ce3b-ac7a-4b3b-9dad-19dba8f39a27"
1008509;"FECHA_INGRESO";"CIRUGIAS";"Date";"Regular";"";False;False;False;True;"Default";"None";"Consulta1 (1125)$FECHA INGRESO (1008509)";"Data";"FECHA_INGRESO";"";"General Date";True;"";"GroupOnValue";"";"";"";"d547b9ca-b414-4fc9-af50-5703b08f674d"
1008517;"FECHA_SOLCITUD";"CIRUGIAS";"Date";"Regular";"";False;False;False;True;"Default";"None";"Consulta1 (1125)$FECHA SOLCITUD (1008517)";"Data";"FECHA_SOLCITUD";"";"General Date";True;"";"GroupOnValue";"";"";"";"5a36380e-7718-4b61-9abd-97adb2270ed1"
1010145;"FECHA";"CIRUGIAS";"Date";"Regular";"";False;False;False;True;"Default";"None";"Consulta1 (1125)$FECHA (1010145)";"Data";"FECHA";"";"General Date";True;"";"GroupOnValue";"";"";"";"f1bcc843-90d9-453a-9b7b-05ff54d33080"
1012135;"SEGUNDO_APELLIDO";"CIRUGIAS";"Text";"Regular";"";False;False;False;True;"Default";"None";"Consulta1 (1125)$SEGUNDO APELLIDO (1012135)";"Data";"SEGUNDO_APELLIDO";"";"";True;"";"GroupOnValue";"";"";"";"01f13c58-af4f-44ad-a94d-483a7e2ee753"
2040789;"Columna";"CIRUGIAS";"Integer";"Regular";"";False;False;False;True;"Default";"Sum";"Consulta1 (1125)$Columna (2040789)";"Calculated";"";"";"";True;"";"GroupOnValue";"";"";"";"2c3f0c14-97d8-4290-b655-c3ed244471a7"
2403071;"OID";"CIRUGIAS";"Integer";"Regular";"";False;False;False;True;"Default";"None";"Consulta1 (1125)$OID (2403071)";"Data";"OID";"";"0";True;"";"GroupOnValue";"";"";"";"d80cecc7-3e98-480b-b2a6-97c760c000e9"
2403072;"GDECODIGO";"CIRUGIAS";"Text";"Regular";"";False;False;False;True;"Default";"None";"Consulta1 (1125)$GDECODIGO (2403072)";"Data";"GDECODIGO";"";"";True;"";"GroupOnValue";"";"";"";"901ad136-c68b-4889-8334-7edfbbc7fa8a"
2403073;"GDENOMBRE";"CIRUGIAS";"Text";"Regular";"";False;False;False;True;"Default";"None";"Consulta1 (1125)$GDENOMBRE (2403073)";"Data";"GDENOMBRE";"";"";True;"";"GroupOnValue";"";"";"";"9e751522-f2a3-4ed0-bc4b-14e396259717"
2403074;"GENTERCER1";"CIRUGIAS";"Integer";"Regular";"";False;False;False;True;"Default";"None";"Consulta1 (1125)$GENTERCER1 (2403074)";"Data";"GENTERCER1";"";"0";True;"";"GroupOnValue";"";"";"";"f27bf157-156b-49ca-91b7-dc65ce7cd5c6"
2403075;"GDETIPREG";"CIRUGIAS";"Integer";"Regular";"";False;False;False;True;"Default";"Sum";"Consulta1 (1125)$GDETIPREG (2403075)";"Data";"GDETIPREG";"";"0";True;"";"GroupOnValue";"";"";"";"ee1fe47b-58ae-4569-9091-3371ec19df7b"
2403076;"GENCONTRA1";"CIRUGIAS";"Integer";"Regular";"";False;False;False;True;"Default";"Sum";"Consulta1 (1125)$GENCONTRA1 (2403076)";"Data";"GENCONTRA1";"";"0";True;"";"GroupOnValue";"";"";"";"323e6e1f-7964-4c7f-8f86-bf6806e0c87b"
2403077;"OID2";"CIRUGIAS";"Integer";"Regular";"";False;False;False;True;"Default";"Sum";"Consulta1 (1125)$OID2 (2403077)";"Data";"OID2";"";"0";True;"";"GroupOnValue";"";"";"";"f6edb980-fc3c-431c-94fc-5f7f9eb77fba"
2403078;"TERPRINOM";"CIRUGIAS";"Text";"Regular";"";False;False;False;True;"Default";"None";"Consulta1 (1125)$TERPRINOM (2403078)";"Data";"TERPRINOM";"";"";True;"";"GroupOnValue";"";"";"";"06288a0e-aad5-4a0d-ae76-54f613711921"
2403079;"DGNMUNICIPIO";"CIRUGIAS";"Integer";"Regular";"";False;False;False;True;"Default";"Sum";"Consulta1 (1125)$DGNMUNICIPIO (2403079)";"Data";"DGNMUNICIPIO";"";"0";True;"";"GroupOnValue";"";"";"";"6e66ec30-504c-468e-8489-356cbb51b470"
2403080;"TERNOMCOM";"CIRUGIAS";"Text";"Regular";"";False;False;False;True;"Default";"None";"Consulta1 (1125)$TERNOMCOM (2403080)";"Data";"TERNOMCOM";"";"";True;"";"GroupOnValue";"";"";"";"7d8d809b-1510-4126-9579-81310f8a9906"
2403081;"TERNUMDOC";"CIRUGIAS";"Text";"Regular";"";False;False;False;True;"Default";"None";"Consulta1 (1125)$TERNUMDOC (2403081)";"Data";"TERNUMDOC";"";"";True;"";"GroupOnValue";"";"";"";"c5706f56-3e37-4390-b7f9-b35d5ac46d69"
